```php
id,age,gender,daily_gaming_hours,game_genre,primary_game,gaming_platform,sleep_hours,sleep_quality,sleep_disruption_frequency,continued_despite_problems,eye_strain,back_neck_pain,weight_change_kg,exercise_hours_weekly,social_isolation_score,face_to_face_social_hours_weekly,monthly_game_spending_usd,years_gaming,prediction_result,confidence,algorithm,created_at,academic_work_performance,loss_of_other_interests
181,19,Female,3.1,-,-,-,7.2,-,-,-,-,-,0,0,1,0,0,0,"Moderate Risk",93.77,DT,"2026-06-03 15:07:02",-,-
182,22,Female,7.3,-,-,-,3,-,-,-,-,-,0,0,4,0,0,0,"High Risk",97.79,DT,"2026-06-03 15:07:02",-,-
183,17,Female,10.9,-,-,-,3.8,-,-,-,-,-,0,0,6,0,0,0,"Low Risk",90.41,DT,"2026-06-03 15:07:02",-,-
184,28,Male,11,-,-,-,3.3,-,-,-,-,-,0,0,5,0,0,0,"Low Risk",94.05,DT,"2026-06-03 15:07:02",-,-
185,19,Male,11,-,-,-,3.7,-,-,-,-,-,0,0,8,0,0,0,"Low Risk",94.66,DT,"2026-06-03 15:07:02",-,-
186,24,Male,10.5,-,-,-,4.5,-,-,-,-,-,0,0,6,0,0,0,"Low Risk",93.45,DT,"2026-06-03 15:07:02",-,-
187,19,Female,7,-,-,-,4.1,-,-,-,-,-,0,0,4,0,0,0,"High Risk",93.99,DT,"2026-06-03 15:07:02",-,-
188,16,Female,2,-,-,-,7.6,-,-,-,-,-,0,0,3,0,0,0,"Moderate Risk",92.43,DT,"2026-06-03 15:07:02",-,-
189,24,Male,11.2,-,-,-,4,-,-,-,-,-,0,0,8,0,0,0,"Low Risk",91.64,DT,"2026-06-03 15:07:02",-,-
190,21,Male,4.4,-,-,-,6.6,-,-,-,-,-,0,0,3,0,0,0,"Moderate Risk",96.41,DT,"2026-06-03 15:07:02",-,-
191,17,Male,6.3,-,-,-,5,-,-,-,-,-,0,0,3,0,0,0,"Moderate Risk",94.57,DT,"2026-06-03 15:07:02",-,-
192,18,Male,4.2,-,-,-,6.1,-,-,-,-,-,0,0,1,0,0,0,"Moderate Risk",96.47,DT,"2026-06-03 15:07:02",-,-
193,20,Male,3.9,-,-,-,6.3,-,-,-,-,-,0,0,2,0,0,0,"Moderate Risk",96.93,DT,"2026-06-03 15:07:02",-,-
194,18,Female,1.5,-,-,-,7,-,-,-,-,-,0,0,1,0,0,0,"Moderate Risk",96.21,DT,"2026-06-03 15:07:02",-,-
195,24,Male,8.8,-,-,-,4.1,-,-,-,-,-,0,0,7,0,0,0,"Low Risk",96.9,DT,"2026-06-03 15:07:02",-,-
196,21,Female,3.7,-,-,-,5.8,-,-,-,-,-,0,0,3,0,0,0,"Moderate Risk",93.53,DT,"2026-06-03 15:07:02",-,-
197,19,Male,5.2,-,-,-,6.5,-,-,-,-,-,0,0,1,0,0,0,"Moderate Risk",92.06,DT,"2026-06-03 15:07:02",-,-
198,20,Male,6.6,-,-,-,5.1,-,-,-,-,-,0,0,6,0,0,0,"Low Risk",98.74,DT,"2026-06-03 15:07:02",-,-
199,24,Female,6.2,-,-,-,5.9,-,-,-,-,-,0,0,2,0,0,0,"Moderate Risk",92.76,DT,"2026-06-03 15:07:02",-,-
200,18,Male,3.6,-,-,-,6.1,-,-,-,-,-,0,0,3,0,0,0,"Moderate Risk",97.57,DT,"2026-06-03 15:07:02",-,-
201,21,Female,6,-,-,-,6.7,-,-,-,-,-,0,0,3,0,0,0,"Moderate Risk",93.8,DT,"2026-06-03 15:07:02",-,-
202,27,Male,4.3,-,-,-,5.5,-,-,-,-,-,0,0,3,0,0,0,"Moderate Risk",96.83,DT,"2026-06-03 15:07:02",-,-
203,16,Male,8.7,-,-,-,3.6,-,-,-,-,-,0,0,7,0,0,0,"Low Risk",94.92,DT,"2026-06-03 15:07:02",-,-
204,21,Male,12,-,-,-,3.8,-,-,-,-,-,0,0,9,0,0,0,"High Risk",91.6,DT,"2026-06-03 15:07:02",-,-
205,22,Male,5.4,-,-,-,5.5,-,-,-,-,-,0,0,3,0,0,0,"Moderate Risk",91.88,DT,"2026-06-03 15:07:02",-,-
206,19,Female,4,-,-,-,6.9,-,-,-,-,-,0,0,2,0,0,0,"Moderate Risk",92.36,DT,"2026-06-03 15:07:02",-,-
207,14,Female,4.7,-,-,-,5.5,-,-,-,-,-,0,0,3,0,0,0,"Moderate Risk",93.72,DT,"2026-06-03 15:07:02",-,-
208,21,Male,2.7,-,-,-,8.2,-,-,-,-,-,0,0,1,0,0,0,"Moderate Risk",95.17,DT,"2026-06-03 15:07:02",-,-
209,20,Male,7.2,-,-,-,4.3,-,-,-,-,-,0,0,5,0,0,0,"Low Risk",98.36,DT,"2026-06-03 15:07:02",-,-
210,27,Male,3.9,-,-,-,6.9,-,-,-,-,-,0,0,1,0,0,0,"Moderate Risk",90.41,DT,"2026-06-03 15:07:02",-,-
211,24,Other,12.9,-,-,-,5.5,-,-,-,-,-,0,0,7,0,0,0,"Low Risk",94.07,DT,"2026-06-03 15:07:02",-,-
212,21,Male,5.1,-,-,-,6.7,-,-,-,-,-,0,0,4,0,0,0,"Moderate Risk",93.55,DT,"2026-06-03 15:07:02",-,-
213,21,Male,8.8,-,-,-,5.6,-,-,-,-,-,0,0,5,0,0,0,"Low Risk",93.01,DT,"2026-06-03 15:07:02",-,-
214,19,Male,5.2,-,-,-,6.3,-,-,-,-,-,0,0,2,0,0,0,"Moderate Risk",98.66,DT,"2026-06-03 15:07:02",-,-
215,20,Male,6.2,-,-,-,5.3,-,-,-,-,-,0,0,3,0,0,0,"Moderate Risk",95.71,DT,"2026-06-03 15:07:02",-,-
216,19,Female,4.3,-,-,-,5.3,-,-,-,-,-,0,0,3,0,0,0,"Moderate Risk",90.49,DT,"2026-06-03 15:07:02",-,-
217,19,Male,9.3,-,-,-,5.2,-,-,-,-,-,0,0,5,0,0,0,"Low Risk",93.55,DT,"2026-06-03 15:07:02",-,-
218,20,Male,11.3,-,-,-,5.9,-,-,-,-,-,0,0,6,0,0,0,"Low Risk",91.15,DT,"2026-06-03 15:07:02",-,-
219,22,Male,11,-,-,-,4.3,-,-,-,-,-,0,0,10,0,0,0,"Low Risk",98.1,DT,"2026-06-03 15:07:02",-,-
220,17,Other,7.1,-,-,-,5.4,-,-,-,-,-,0,0,3,0,0,0,"Moderate Risk",97.87,DT,"2026-06-03 15:07:02",-,-
221,17,Male,4.6,-,-,-,5.7,-,-,-,-,-,0,0,3,0,0,0,"Moderate Risk",96.6,DT,"2026-06-03 15:07:02",-,-
222,20,Male,3.2,-,-,-,7.2,-,-,-,-,-,0,0,3,0,0,0,"Moderate Risk",95.88,DT,"2026-06-03 15:07:02",-,-
223,16,Male,5.1,-,-,-,6.6,-,-,-,-,-,0,0,3,0,0,0,"Moderate Risk",95.01,DT,"2026-06-03 15:07:02",-,-
224,17,Male,2.7,-,-,-,8.6,-,-,-,-,-,0,0,1,0,0,0,"Moderate Risk",91.24,DT,"2026-06-03 15:07:02",-,-
225,20,Female,2.7,-,-,-,7.1,-,-,-,-,-,0,0,2,0,0,0,"Moderate Risk",92.37,DT,"2026-06-03 15:07:02",-,-
226,18,Male,4.1,-,-,-,5.8,-,-,-,-,-,0,0,3,0,0,0,"Moderate Risk",92.33,DT,"2026-06-03 15:07:02",-,-
227,20,Female,0.5,-,-,-,8.7,-,-,-,-,-,0,0,1,0,0,0,"Moderate Risk",95.03,DT,"2026-06-03 15:07:02",-,-
228,19,Male,7.1,-,-,-,4.3,-,-,-,-,-,0,0,5,0,0,0,"High Risk",92.86,DT,"2026-06-03 15:07:02",-,-
229,19,Female,7.8,-,-,-,4.2,-,-,-,-,-,0,0,4,0,0,0,"Moderate Risk",90.97,DT,"2026-06-03 15:07:02",-,-
230,20,Female,3.5,-,-,-,5,-,-,-,-,-,0,0,2,0,0,0,"Moderate Risk",91.07,DT,"2026-06-03 15:07:02",-,-
231,19,Male,8.7,-,-,-,3.3,-,-,-,-,-,0,0,5,0,0,0,"Low Risk",96.21,DT,"2026-06-03 15:07:02",-,-
232,19,Male,8.2,-,-,-,5.9,-,-,-,-,-,0,0,5,0,0,0,"Low Risk",95.26,DT,"2026-06-03 15:07:02",-,-
233,19,Female,8.7,-,-,-,4.2,-,-,-,-,-,0,0,6,0,0,0,"Low Risk",90.63,DT,"2026-06-03 15:07:02",-,-
234,27,Male,6,-,-,-,5.7,-,-,-,-,-,0,0,5,0,0,0,"Moderate Risk",95.73,DT,"2026-06-03 15:07:02",-,-
235,18,Female,5.9,-,-,-,5.2,-,-,-,-,-,0,0,3,0,0,0,"High Risk",96.69,DT,"2026-06-03 15:07:02",-,-
236,23,Male,5.2,-,-,-,5.9,-,-,-,-,-,0,0,2,0,0,0,"Moderate Risk",95.48,DT,"2026-06-03 15:07:02",-,-
237,21,Male,5.5,-,-,-,5.3,-,-,-,-,-,0,0,3,0,0,0,"High Risk",93.55,DT,"2026-06-03 15:07:02",-,-
238,17,Male,7.5,-,-,-,3.4,-,-,-,-,-,0,0,5,0,0,0,"High Risk",92.74,DT,"2026-06-03 15:07:02",-,-
239,26,Female,8.8,-,-,-,4.9,-,-,-,-,-,0,0,6,0,0,0,"Low Risk",90.34,DT,"2026-06-03 15:07:02",-,-
240,20,Female,5.7,-,-,-,5.5,-,-,-,-,-,0,0,5,0,0,0,"High Risk",93.46,DT,"2026-06-03 15:07:02",-,-
241,22,Female,10.9,-,-,-,5.2,-,-,-,-,-,0,0,8,0,0,0,"Low Risk",92.48,DT,"2026-06-03 15:07:02",-,-
242,17,Male,2.3,-,-,-,8.7,-,-,-,-,-,0,0,4,0,0,0,"Moderate Risk",93.62,DT,"2026-06-03 15:07:02",-,-
243,24,Male,0.7,-,-,-,8.3,-,-,-,-,-,0,0,1,0,0,0,"Moderate Risk",92.01,DT,"2026-06-03 15:07:02",-,-
244,20,Male,6.6,-,-,-,3.8,-,-,-,-,-,0,0,3,0,0,0,"Low Risk",91.84,DT,"2026-06-03 15:07:02",-,-
245,19,Female,9.3,-,-,-,3,-,-,-,-,-,0,0,5,0,0,0,"Low Risk",91.27,DT,"2026-06-03 15:07:02",-,-
246,33,Female,2.7,-,-,-,8.7,-,-,-,-,-,0,0,2,0,0,0,"Moderate Risk",93.05,DT,"2026-06-03 15:07:02",-,-
247,14,Male,1,-,-,-,7.2,-,-,-,-,-,0,0,1,0,0,0,"Moderate Risk",96.95,DT,"2026-06-03 15:07:02",-,-
248,20,Female,8.9,-,-,-,4.3,-,-,-,-,-,0,0,5,0,0,0,"Low Risk",95.06,DT,"2026-06-03 15:07:02",-,-
249,20,Male,8.2,-,-,-,3.2,-,-,-,-,-,0,0,5,0,0,0,"High Risk",98.27,DT,"2026-06-03 15:07:02",-,-
250,18,Male,7.8,-,-,-,3.7,-,-,-,-,-,0,0,6,0,0,0,"Low Risk",92.34,DT,"2026-06-03 15:07:02",-,-
251,25,Female,3.9,-,-,-,6.3,-,-,-,-,-,0,0,2,0,0,0,"Moderate Risk",97.72,DT,"2026-06-03 15:07:02",-,-
252,16,Male,4.6,-,-,-,6,-,-,-,-,-,0,0,3,0,0,0,"Moderate Risk",92.89,DT,"2026-06-03 15:07:02",-,-
253,20,Male,8.2,-,-,-,5,-,-,-,-,-,0,0,6,0,0,0,"Low Risk",91.11,DT,"2026-06-03 15:07:02",-,-
254,18,Female,7.3,-,-,-,4.7,-,-,-,-,-,0,0,5,0,0,0,"Low Risk",98.55,DT,"2026-06-03 15:07:02",-,-
255,23,Female,2,-,-,-,8.7,-,-,-,-,-,0,0,1,0,0,0,"Moderate Risk",95.82,DT,"2026-06-03 15:07:02",-,-
256,19,Male,5.5,-,-,-,6.1,-,-,-,-,-,0,0,3,0,0,0,"High Risk",91.57,DT,"2026-06-03 15:07:02",-,-
257,23,Male,4.4,-,-,-,6.3,-,-,-,-,-,0,0,3,0,0,0,"Moderate Risk",92.04,DT,"2026-06-03 15:07:02",-,-
258,20,Male,7.9,-,-,-,4.7,-,-,-,-,-,0,0,5,0,0,0,"Low Risk",94.75,DT,"2026-06-03 15:07:02",-,-
259,27,Male,14.2,-,-,-,3.4,-,-,-,-,-,0,0,9,0,0,0,"High Risk",92.26,DT,"2026-06-03 15:07:02",-,-
260,15,Male,15.1,-,-,-,5.7,-,-,-,-,-,0,0,9,0,0,0,"High Risk",93.75,DT,"2026-06-03 15:07:02",-,-
261,13,Female,5.2,-,-,-,5.5,-,-,-,-,-,0,0,3,0,0,0,"Moderate Risk",94.82,DT,"2026-06-03 15:07:02",-,-
262,19,Male,10.6,-,-,-,5.5,-,-,-,-,-,0,0,5,0,0,0,"Low Risk",98.65,DT,"2026-06-03 15:07:02",-,-
263,26,Male,3.7,-,-,-,5,-,-,-,-,-,0,0,3,0,0,0,"Moderate Risk",96.36,DT,"2026-06-03 15:07:02",-,-
264,26,Female,8.2,-,-,-,4.1,-,-,-,-,-,0,0,5,0,0,0,"Moderate Risk",91.53,DT,"2026-06-03 15:07:02",-,-
265,20,Male,10.3,-,-,-,3.2,-,-,-,-,-,0,0,7,0,0,0,"Low Risk",90.7,DT,"2026-06-03 15:07:02",-,-
266,17,Male,9.3,-,-,-,4.8,-,-,-,-,-,0,0,8,0,0,0,"Low Risk",96.7,DT,"2026-06-03 15:07:02",-,-
267,16,Male,11.8,-,-,-,3.3,-,-,-,-,-,0,0,10,0,0,0,"Low Risk",93.13,DT,"2026-06-03 15:07:02",-,-
268,13,Male,9.8,-,-,-,4.5,-,-,-,-,-,0,0,8,0,0,0,"Low Risk",95.96,DT,"2026-06-03 15:07:02",-,-
269,20,Female,7.5,-,-,-,4.3,-,-,-,-,-,0,0,4,0,0,0,"Low Risk",94.67,DT,"2026-06-03 15:07:02",-,-
270,32,Female,6.6,-,-,-,3.7,-,-,-,-,-,0,0,6,0,0,0,"Low Risk",91.1,DT,"2026-06-03 15:07:02",-,-
271,20,Female,2.8,-,-,-,8,-,-,-,-,-,0,0,3,0,0,0,"Moderate Risk",90.97,DT,"2026-06-03 15:07:02",-,-
272,25,Female,12.6,-,-,-,4.8,-,-,-,-,-,0,0,7,0,0,0,"Low Risk",90.84,DT,"2026-06-03 15:07:02",-,-
273,30,Male,5,-,-,-,6.9,-,-,-,-,-,0,0,4,0,0,0,"Moderate Risk",91.47,DT,"2026-06-03 15:07:02",-,-
274,27,Female,5.4,-,-,-,5.3,-,-,-,-,-,0,0,3,0,0,0,"Moderate Risk",92.63,DT,"2026-06-03 15:07:02",-,-
275,17,Male,5.3,-,-,-,6.5,-,-,-,-,-,0,0,1,0,0,0,"Moderate Risk",91.82,DT,"2026-06-03 15:07:02",-,-
276,25,Female,9.4,-,-,-,4.8,-,-,-,-,-,0,0,6,0,0,0,"High Risk",96.2,DT,"2026-06-03 15:07:02",-,-
277,24,Male,7.8,-,-,-,4.8,-,-,-,-,-,0,0,5,0,0,0,"Moderate Risk",93.3,DT,"2026-06-03 15:07:02",-,-
278,22,Female,5.1,-,-,-,6.7,-,-,-,-,-,0,0,3,0,0,0,"Moderate Risk",90.66,DT,"2026-06-03 15:07:02",-,-
279,19,Female,1.9,-,-,-,7.4,-,-,-,-,-,0,0,2,0,0,0,"Moderate Risk",95.77,DT,"2026-06-03 15:07:02",-,-
280,15,Male,8.8,-,-,-,5.4,-,-,-,-,-,0,0,7,0,0,0,"Low Risk",91.84,DT,"2026-06-03 15:07:02",-,-
281,16,Male,1.8,-,-,-,8.5,-,-,-,-,-,0,0,1,0,0,0,"Moderate Risk",96.5,DT,"2026-06-03 15:07:02",-,-
282,26,Female,2.9,-,-,-,9,-,-,-,-,-,0,0,3,0,0,0,"Moderate Risk",98.56,DT,"2026-06-03 15:07:02",-,-
283,28,Male,3.5,-,-,-,6.5,-,-,-,-,-,0,0,1,0,0,0,"Moderate Risk",91.86,DT,"2026-06-03 15:07:02",-,-
284,16,Male,9.9,-,-,-,3.7,-,-,-,-,-,0,0,5,0,0,0,"Low Risk",95.14,DT,"2026-06-03 15:07:02",-,-
285,17,Male,6.3,-,-,-,5,-,-,-,-,-,0,0,6,0,0,0,"High Risk",98.46,DT,"2026-06-03 15:07:02",-,-
286,19,Male,8,-,-,-,5.4,-,-,-,-,-,0,0,4,0,0,0,"High Risk",96.34,DT,"2026-06-03 15:07:02",-,-
287,22,Male,3.8,-,-,-,5.4,-,-,-,-,-,0,0,3,0,0,0,"Moderate Risk",94.49,DT,"2026-06-03 15:07:02",-,-
288,20,Male,2.2,-,-,-,8.1,-,-,-,-,-,0,0,2,0,0,0,"Moderate Risk",93.17,DT,"2026-06-03 15:07:02",-,-
289,17,Male,3.6,-,-,-,6.1,-,-,-,-,-,0,0,3,0,0,0,"Moderate Risk",94.77,DT,"2026-06-03 15:07:02",-,-
290,21,Male,3.7,-,-,-,6.9,-,-,-,-,-,0,0,3,0,0,0,"Moderate Risk",97.98,DT,"2026-06-03 15:07:02",-,-
291,21,Female,1.9,-,-,-,8.7,-,-,-,-,-,0,0,1,0,0,0,"Moderate Risk",96.41,DT,"2026-06-03 15:07:02",-,-
292,18,Male,6.7,-,-,-,3.6,-,-,-,-,-,0,0,4,0,0,0,"Moderate Risk",91.44,DT,"2026-06-03 15:07:02",-,-
293,19,Male,4.1,-,-,-,5.3,-,-,-,-,-,0,0,2,0,0,0,"Moderate Risk",93.3,DT,"2026-06-03 15:07:02",-,-
294,20,Male,3.9,-,-,-,6.7,-,-,-,-,-,0,0,3,0,0,0,"Moderate Risk",92.94,DT,"2026-06-03 15:07:02",-,-
295,34,Male,2.8,-,-,-,7.1,-,-,-,-,-,0,0,2,0,0,0,"Moderate Risk",90.59,DT,"2026-06-03 15:07:02",-,-
296,20,Male,8.4,-,-,-,4.3,-,-,-,-,-,0,0,5,0,0,0,"Low Risk",95.82,DT,"2026-06-03 15:07:02",-,-
297,19,Female,5.4,-,-,-,6.4,-,-,-,-,-,0,0,3,0,0,0,"Moderate Risk",96.42,DT,"2026-06-03 15:07:02",-,-
298,13,Male,6.2,-,-,-,5.7,-,-,-,-,-,0,0,4,0,0,0,"Moderate Risk",94.7,DT,"2026-06-03 15:07:02",-,-
299,21,Male,8.6,-,-,-,3.2,-,-,-,-,-,0,0,8,0,0,0,"Low Risk",94.11,DT,"2026-06-03 15:07:02",-,-
300,20,Male,7.6,-,-,-,5.2,-,-,-,-,-,0,0,7,0,0,0,"Low Risk",94.82,DT,"2026-06-03 15:07:02",-,-
301,24,Female,8.6,-,-,-,3.8,-,-,-,-,-,0,0,7,0,0,0,"Low Risk",92.44,DT,"2026-06-03 15:07:02",-,-
302,22,Female,3.8,-,-,-,5.4,-,-,-,-,-,0,0,2,0,0,0,"Moderate Risk",91.02,DT,"2026-06-03 15:07:02",-,-
303,17,Male,6.2,-,-,-,6.4,-,-,-,-,-,0,0,5,0,0,0,"High Risk",92.52,DT,"2026-06-03 15:07:02",-,-
304,18,Male,4.9,-,-,-,6.3,-,-,-,-,-,0,0,4,0,0,0,"Moderate Risk",95.86,DT,"2026-06-03 15:07:02",-,-
305,20,Female,7,-,-,-,3.7,-,-,-,-,-,0,0,5,0,0,0,"Low Risk",98.29,DT,"2026-06-03 15:07:02",-,-
306,19,Male,6.1,-,-,-,6.6,-,-,-,-,-,0,0,3,0,0,0,"High Risk",96.47,DT,"2026-06-03 15:07:02",-,-
307,22,Male,6,-,-,-,7,-,-,-,-,-,0,0,4,0,0,0,"Moderate Risk",96.34,DT,"2026-06-03 15:07:02",-,-
308,19,Male,7.8,-,-,-,3.5,-,-,-,-,-,0,0,4,0,0,0,"Low Risk",92.03,DT,"2026-06-03 15:07:02",-,-
309,19,Male,8.2,-,-,-,4.4,-,-,-,-,-,0,0,5,0,0,0,"Low Risk",93.71,DT,"2026-06-03 15:07:02",-,-
310,25,Female,6.6,-,-,-,5.3,-,-,-,-,-,0,0,4,0,0,0,"Low Risk",98.13,DT,"2026-06-03 15:07:02",-,-
311,16,Male,1.9,-,-,-,7.2,-,-,-,-,-,0,0,1,0,0,0,"Moderate Risk",91.43,DT,"2026-06-03 15:07:02",-,-
312,19,Female,4.8,-,-,-,6.5,-,-,-,-,-,0,0,4,0,0,0,"Moderate Risk",93.46,DT,"2026-06-03 15:07:02",-,-
313,19,Male,7.1,-,-,-,3.3,-,-,-,-,-,0,0,3,0,0,0,"High Risk",91.43,DT,"2026-06-03 15:07:02",-,-
314,19,Female,2.3,-,-,-,8.3,-,-,-,-,-,0,0,1,0,0,0,"Moderate Risk",98.65,DT,"2026-06-03 15:07:02",-,-
315,30,Male,3.5,-,-,-,5.1,-,-,-,-,-,0,0,3,0,0,0,"Moderate Risk",96.15,DT,"2026-06-03 15:07:02",-,-
316,19,Male,6.2,-,-,-,6.4,-,-,-,-,-,0,0,3,0,0,0,"Moderate Risk",90.47,DT,"2026-06-03 15:07:02",-,-
317,15,Female,6.8,-,-,-,5.3,-,-,-,-,-,0,0,3,0,0,0,"Moderate Risk",92.65,DT,"2026-06-03 15:07:02",-,-
318,18,Male,3.8,-,-,-,5.2,-,-,-,-,-,0,0,2,0,0,0,"Moderate Risk",94.72,DT,"2026-06-03 15:07:02",-,-
319,21,Male,5.3,-,-,-,6.2,-,-,-,-,-,0,0,3,0,0,0,"Moderate Risk",94.94,DT,"2026-06-03 15:07:02",-,-
320,23,Male,9.4,-,-,-,3.5,-,-,-,-,-,0,0,6,0,0,0,"Low Risk",97.27,DT,"2026-06-03 15:07:02",-,-
321,30,Male,8.3,-,-,-,3.4,-,-,-,-,-,0,0,6,0,0,0,"High Risk",98.65,DT,"2026-06-03 15:07:02",-,-
322,13,Male,9.4,-,-,-,5.3,-,-,-,-,-,0,0,7,0,0,0,"Low Risk",97.16,DT,"2026-06-03 15:07:02",-,-
323,20,Female,5.2,-,-,-,5.3,-,-,-,-,-,0,0,4,0,0,0,"Moderate Risk",98.82,DT,"2026-06-03 15:07:02",-,-
324,16,Male,8.3,-,-,-,5.4,-,-,-,-,-,0,0,3,0,0,0,"Low Risk",92.45,DT,"2026-06-03 15:07:02",-,-
325,30,Male,4.4,-,-,-,6.3,-,-,-,-,-,0,0,2,0,0,0,"Moderate Risk",92.3,DT,"2026-06-03 15:07:02",-,-
326,20,Male,10.3,-,-,-,5,-,-,-,-,-,0,0,6,0,0,0,"Low Risk",94.79,DT,"2026-06-03 15:07:02",-,-
327,20,Male,9.8,-,-,-,3.6,-,-,-,-,-,0,0,8,0,0,0,"Low Risk",91.56,DT,"2026-06-03 15:07:02",-,-
328,14,Female,12.2,-,-,-,4,-,-,-,-,-,0,0,7,0,0,0,"Low Risk",96.02,DT,"2026-06-03 15:07:02",-,-
329,25,Male,0.5,-,-,-,7.7,-,-,-,-,-,0,0,1,0,0,0,"Moderate Risk",96.95,DT,"2026-06-03 15:07:02",-,-
330,20,Female,5.5,-,-,-,6.3,-,-,-,-,-,0,0,3,0,0,0,"Moderate Risk",96.43,DT,"2026-06-03 15:07:02",-,-
331,24,Male,6.8,-,-,-,3.6,-,-,-,-,-,0,0,6,0,0,0,"Low Risk",93.74,DT,"2026-06-03 15:07:02",-,-
332,27,Female,0.6,-,-,-,7.1,-,-,-,-,-,0,0,1,0,0,0,"Moderate Risk",94.03,DT,"2026-06-03 15:07:02",-,-
333,20,Female,4.4,-,-,-,6.2,-,-,-,-,-,0,0,2,0,0,0,"Moderate Risk",92.73,DT,"2026-06-03 15:07:02",-,-
334,15,Male,6.6,-,-,-,5,-,-,-,-,-,0,0,5,0,0,0,"Low Risk",97.63,DT,"2026-06-03 15:07:02",-,-
335,26,Male,0.8,-,-,-,7.9,-,-,-,-,-,0,0,1,0,0,0,"Moderate Risk",96.09,DT,"2026-06-03 15:07:02",-,-
336,18,Female,6.5,-,-,-,5.3,-,-,-,-,-,0,0,5,0,0,0,"Moderate Risk",91.03,DT,"2026-06-03 15:07:02",-,-
337,26,Male,10.4,-,-,-,4.2,-,-,-,-,-,0,0,7,0,0,0,"Low Risk",93.07,DT,"2026-06-03 15:07:02",-,-
338,18,Male,3.2,-,-,-,8.2,-,-,-,-,-,0,0,1,0,0,0,"Moderate Risk",92.95,DT,"2026-06-03 15:07:02",-,-
339,23,Female,7,-,-,-,3.3,-,-,-,-,-,0,0,5,0,0,0,"High Risk",98.32,DT,"2026-06-03 15:07:02",-,-
340,19,Male,2.6,-,-,-,8.7,-,-,-,-,-,0,0,2,0,0,0,"Moderate Risk",98.24,DT,"2026-06-03 15:07:02",-,-
341,32,Male,7.4,-,-,-,4.7,-,-,-,-,-,0,0,5,0,0,0,"High Risk",93,DT,"2026-06-03 15:07:02",-,-
342,24,Male,4,-,-,-,6.7,-,-,-,-,-,0,0,3,0,0,0,"Moderate Risk",90.48,DT,"2026-06-03 15:07:02",-,-
343,33,Male,4.3,-,-,-,5.5,-,-,-,-,-,0,0,3,0,0,0,"Moderate Risk",91.06,DT,"2026-06-03 15:07:02",-,-
344,26,Male,10.7,-,-,-,5.6,-,-,-,-,-,0,0,7,0,0,0,"Low Risk",96.28,DT,"2026-06-03 15:07:02",-,-
345,19,Male,5.3,-,-,-,6.1,-,-,-,-,-,0,0,5,0,0,0,"Moderate Risk",90.67,DT,"2026-06-03 15:07:02",-,-
346,27,Female,0.6,-,-,-,9,-,-,-,-,-,0,0,1,0,0,0,"Moderate Risk",98.91,DT,"2026-06-03 15:07:02",-,-
347,25,Male,5.1,-,-,-,6,-,-,-,-,-,0,0,3,0,0,0,"Moderate Risk",93.55,DT,"2026-06-03 15:07:02",-,-
348,17,Male,4.2,-,-,-,6.2,-,-,-,-,-,0,0,3,0,0,0,"Moderate Risk",93.53,DT,"2026-06-03 15:07:02",-,-
349,17,Female,10.6,-,-,-,3.6,-,-,-,-,-,0,0,6,0,0,0,"High Risk",96.59,DT,"2026-06-03 15:07:02",-,-
350,23,Female,4.4,-,-,-,7,-,-,-,-,-,0,0,3,0,0,0,"Moderate Risk",96.98,DT,"2026-06-03 15:07:02",-,-
351,20,Male,5.8,-,-,-,6.8,-,-,-,-,-,0,0,4,0,0,0,"High Risk",97.44,DT,"2026-06-03 15:07:02",-,-
352,30,Male,8.7,-,-,-,4.6,-,-,-,-,-,0,0,5,0,0,0,"Low Risk",92.54,DT,"2026-06-03 15:07:02",-,-
353,17,Male,4.7,-,-,-,5.9,-,-,-,-,-,0,0,3,0,0,0,"Moderate Risk",94.16,DT,"2026-06-03 15:07:02",-,-
354,19,Male,2.1,-,-,-,7.8,-,-,-,-,-,0,0,1,0,0,0,"Moderate Risk",95.81,DT,"2026-06-03 15:07:02",-,-
355,20,Female,6.3,-,-,-,6.6,-,-,-,-,-,0,0,3,0,0,0,"High Risk",93.54,DT,"2026-06-03 15:07:02",-,-
356,15,Male,6.2,-,-,-,6.6,-,-,-,-,-,0,0,3,0,0,0,"Moderate Risk",91.66,DT,"2026-06-03 15:07:02",-,-
357,19,Female,5,-,-,-,5.4,-,-,-,-,-,0,0,2,0,0,0,"Moderate Risk",96.7,DT,"2026-06-03 15:07:02",-,-
358,19,Male,5.5,-,-,-,5.2,-,-,-,-,-,0,0,4,0,0,0,"High Risk",98.66,DT,"2026-06-03 15:07:02",-,-
359,21,Male,1.7,-,-,-,7.9,-,-,-,-,-,0,0,1,0,0,0,"Moderate Risk",93.3,DT,"2026-06-03 15:07:02",-,-
360,23,Female,4.6,-,-,-,5.9,-,-,-,-,-,0,0,5,0,0,0,"Moderate Risk",95.51,DT,"2026-06-03 15:07:02",-,-
361,18,Male,6.5,-,-,-,3.2,-,-,-,-,-,0,0,4,0,0,0,"High Risk",91.52,DT,"2026-06-03 15:07:02",-,-
362,19,Male,6.6,-,-,-,5.8,-,-,-,-,-,0,0,4,0,0,0,"High Risk",93.35,DT,"2026-06-03 15:07:02",-,-
